ticker,name,exchange,is_active
AKAM,AKAMAI TECH,NSDQ,Y
AKAOQ,ACHAOGEN INC,OTC,Y
AKBA,AKEBIA THERAP,NSDQ,Y
AKBTY,AKBANK TAS-ADR,OTC,Y
AKCA,AKCEA THERAPEUT,NSDQ,Y
AKER,AKERS BIOSCIENC,NSDQ,Y
AKESQ,AKESIS PHARMACT,OTC,N
AKG,ASANKO GOLD INC,NYSE,Y
AKLMQ,ACCLAIM ENMNT,,N
AKMN,ASKMENOW INC,,N
AKO.A,EMBOT ANDINA-A,NYSE,Y
AKO.B,EMBOT ANDINA-B,NYSE,Y
AKR,ACADIA RLTY TR,NYSE,Y
AKRK,ASIA CORK INC,OTC,N
AKRO,AKERO THERP INC,NSDQ,Y
AKRX,AKORN INC,NSDQ,Y
AKS,AK STEEL HLDG,NYSE,N
AKSEF,ARAKIS ENERGY,,N
AKSY,AKSYS LTD,OTC,Y
AKTS,AKOUSTIS TECH,NSDQ,Y
AKTX,AKARI THERAPTC,NSDQ,Y
AKZOY,AKZO NOBEL NV,OTC,Y
AL,AIR LEASE CORP,NYSE,Y
AL.,ALCAN INC,,N
ALAB,ALABAMA NATL,,N
ALAC,ALBERTON ACQ CP,NSDQ,Y
ALAN,ALANCO TECH INC,OTC,Y
ALAO,ALCATEL O -ADR,,N
ALB,ALBEMARLE CORP,NYSE,Y
ALBK,ALBANK FINL CP,,N
ALBO,ALBIREO PHARMA,NSDQ,Y
ALBY,COMMNTY CAP BCS,OTC,Y
ALC,ALCON INC,NYSE,Y
ALC.,ASSISTED LVG CN,,N
ALC.2,ALC COMMUN CORP,,N
ALCC.,ALLIED CAP COML,,N
ALCD.,ALCIDE CORP,,N
ALCI.,ALLCITY INS CO,,N
ALCO,ALICO INC,NSDQ,Y
ALCSQ,ALCO STORES INC,OTC,N
ALD.,ALLIED CAP NEW,,N
ALDA,ALDILA INC,OTC,N
ALDN,ALADDIN KNOWLED,,N
ALDR,ALDER BIOPHARMA,NSDQ,N
ALDW,ALON USA PTNRS,NYSE,N
ALDX,ALDEYRA THERAPT,NSDQ,Y
ALE,ALLETE INC,NYSE,Y
ALEC,ALECTOR INC,NSDQ,Y
ALET,ALOETTE COSMETI,,N
ALEX,ALEXANDR&BALDWN,NYSE,Y
ALFA.,ALFA CORP,,N
ALFC,ATLANTIC LIBRTY,,N
ALFCQ,ASSISTED LIVING,,N
ALFVY,ALFA LAVAL AB,OTC,Y
ALG,ALAMO GROUP INC,NYSE,Y
ALGH,ALLEGHENY &WEST,,N
ALGI,AMERICAN LOCKER,OTC,N
ALGN,ALIGN TECH INC,NSDQ,Y
ALGO,ALGOS PHARM,,N
ALGR,ALLEGRO MERGER,NSDQ,N
ALGT,ALLEGIANT TRAVL,NSDQ,Y
ALGXQ,ALLEGIANCE TELE,,N
ALGXY,AFFINITY ENERGY,OTC,Y
ALIF,ARTIFICIAL LIFE,OTC,Y
ALII,ALLIANCE IMAG,,N
ALIM,ALIMERA SCIENCE,NSDQ,Y
ALIOF,ACTELION LTD,OTC,Y
ALIZY,ALLIANZ SE-ADR,OTC,Y
ALJ,ALON USA ENERGY,NYSE,N
ALJJ,ALJ REGIONL HLD,NSDQ,Y
ALK,ALASKA AIR GRP,NYSE,Y
ALKS,ALKERMES INC,NSDQ,Y
ALL,ALLSTATE CORP,NYSE,Y
ALLA,ALLIED CAP ADVS,,N
ALLB,ALLIANCE BCP PA,NSDQ,N
ALLE,ALLEGION PLC,NYSE,Y
ALLE.,ALLEGIANT BCP,,N
ALLG.,ALLEGIANCE BNCP,,N
ALLI,ALLION HEALTHCR,,N
ALLK,ALLAKOS INC,NSDQ,Y
ALLN,ALLIN CORP,OTCBB,Y
ALLO,ALLOGENE THERPS,NSDQ,Y
ALLP,ALLIANCE PHARMA,OTC,N
ALLR,ALLAIRE CORP,,N
ALLSA,ALLSTREAM INC-A,,N
ALLSB,ALLSTREAM INC-B,,N
ALLT,ALLOT COMM LTD,NSDQ,Y
ALLWF,ALLIED MIND LTD,OTC,Y
ALLY,ALLY FINANCIAL,NYSE,Y
ALMC,ALIMCO FINL CP,OTC,Y
ALN.,ALLEN TCOM INC,,N
ALNA,ALLENA PHARMACT,NSDQ,Y
ALNC,ALLIANCE FINL,NSDQ,N
ALNK.,AMERILINK CORP,,N
ALNPY,ANA HOLDINGS,OTC,Y
ALNT,ALIANT COMM INC,,N
ALNY,ALNYLAM PHARMA,NSDQ,Y
ALO,ALIO GOLD INC,NYSE,Y
ALO.2,ALPHARMA INC,,N
ALOD,ALLIED RESOURCS,OTCBB,Y
ALOG,ANALOGIC CORP,NSDQ,N
ALOT,ASTRONOVA INC,NSDQ,Y
ALOY,ALLOY INC,,N
ALPE,ALPHA-EN CORP,OTCBB,Y
ALPH.,ALPHANET SOLUTS,,N
ALPMY,ASTELLAS PHARMA,OTC,Y
ALPN,ALPINE IMMUNE,NSDQ,Y
ALPS.,ALLEGIANT PHYSN,,N
ALR,ALERE INC,NYSE,N
ALRC.,ALTERNATIVE RES,,N
ALRG,ALLERGY RSRCH,,N
ALRM,ALARM.COM HLDGS,NSDQ,Y
ALRN,AILERON THERAP,NSDQ,Y
ALRN.,ALTRON INC,,N
ALRN2,AMER LEARNING,,N
ALRS,ALERUS FINL CP,NSDQ,Y
ALRT,ALR TECH INC,OTCBB,Y
ALRT.,FIRST ALERT INC,,N
ALS.1,ALLEGHENY LUDLM,,N
ALSE,ALSERES PHARMA,OTC,Y
ALSGY,ALSTOM ADR,,N
ALSK,ALASKA COMM SYS,NSDQ,Y
ALSM,ALPHASMART INC,,N
ALSMY,ALSTOM UNSP ADR,OTC,Y
ALSN,ALLISON TRANSMN,NYSE,Y
ALSWF,ABSOLUTE SOFTWR,OTC,Y
ALT,ALTIMMUNE INC,NSDQ,Y
ALTC,ALANTEC CORP,,N
ALTE,ALTERRA CAP HLD,NSDQ,N
ALTG,ALTA EQUIPMENT,NYSE,Y
ALTH,ALLOS THERAPEUT,,N
ALTI,ALTAIR NANOTECH,OTC,N
ALTM,ALTUS MIDSTREAM,NSDQ,Y
ALTR,ALTAIR ENGINEER,NSDQ,Y
ALTR.,ALTERA CORP,,N
ALTUQ,ALTUS PHARMACT,OTC,N
ALTV,ALTEVA,ARCA,N
ALTX,ALTEX INDUSTRIE,OTCBB,Y
ALU,ALCATEL ADS,NYSE,N
ALUHQ,ALLOU HLTH CARE,,N
ALUS,ALUSSA EGY ACQ,NYSE,Y
ALUS.,ALSIUS CORP,,N
ALV,AUTOLIV INC,NYSE,Y
ALVRQ,ALVARION LTD,OTC,Y
ALW,ALLWASTE INC,,N
ALX,ALEXANDERS INC,NYSE,Y
ALXA,ALEXZA PHARMACT,OTC,N
ALXN,ALEXION PHARMA,NSDQ,Y
ALY,ALLIS CHALMERS,,N
ALYA,ALITHYA GROUP,NSDQ,Y
ALYE,ALY ENERGY SRVC,OTC,Y
ALYNQ,ALYN CORP,,N
ALYS,ALYSIS TECH INC,,N
ALZH,ALZHEON INC,,Y
AM,ANTERO MIDSTRM,NYSE,Y
AM.,AMER GREETINGS,,N
AM.2,ANTERO MIDSTRM,,N
AMAB,AMERICASBANK CP,,N
AMAC,AMER MED ALERT,,N
AMADY,AMADEUS IT GRP,OTC,Y
AMAG,AMAG PHARMA INC,NSDQ,Y
AMAL,AMALGAMTD BK NY,NSDQ,Y
AMAP,AUTONAVI HL-ADR,NSDQ,N
AMAR,AMARILLO BIOSCI,OTCBB,Y
AMAT,APPLD MATLS INC,NSDQ,Y
AMBA,AMBARELLA INC,NSDQ,Y
AMBC,AMBAC FINL GRP,NYSE,Y
AMBC.,AMER BANCORP OH,,N
AMBI,AMBIT BIOSCIENC,NSDQ,N
AMBJ,AMER CITY BUS,,N
AMBK,AMER BANK INC,OTC,Y
AMBK.,AMBANC CORP,,N
AMBO,AMBOW EDUCATION,NYSE,Y
AMBR,AMBER ROAD INC,NYSE,N
AMBR.,AMBAR INC,,N
AMBS,AMARANTUS BIOSC,OTC,Y
AMBTQ,AMBIENT CORP,OTC,N
AMBWQ,AMF BOWLING INC,,N
AMBZ,AMER BUSINES BK,OTCBB,Y
AMC,AMC ENTERTAINMT,NYSE,Y
AMC.1,AMERAC ENERGY,,N
AMCC,APPLD MICRO CIR,NSDQ,N
AMCF,ANDATEE CHINA,OTC,Y
AMCI,AMCI ACQUISITN,NSDQ,Y
AMCI.,AMER MEDSERVE,,N
AMCM,AM COMMS INC,,N
AMCN.,AMER COIN MERCH,,N
AMCO,ARMCO MTL HLDGS,OTC,N
AMCO.,AMER MIDLAND,,N
AMCP,AMCOMP INC,,N
AMCR,AMCOR PLC,NYSE,Y
AMCRY,AMCOR LTD ADR,OTC,Y
AMCS,AMICAS INC,,N
AMCS.,AMISYS MANAGED,,N
AMCT2,AMRESCO CAPITAL,,N
AMCVQ,AMER CLASSIC,,N
AMCX,AMC NETWORKS- A,NSDQ,Y
AMD,ADV MICRO DEV,NSDQ,Y
AMDLY,AMADA CO LTD,OTC,Y
AME,AMETEK INC,NYSE,Y
AMED,AMEDISYS INC,NSDQ,Y
AMEH,APOLLO MEDICAL,NSDQ,Y
AMEI.,AMER MED ELE,,N
AMEN,AMEN PPTYS INC,OTC,Y
AMEP,AMER ED PRODUCT,,N
AMEV,APPLD MOLECULAR,,N
AMFB,AMER FSB SC,,N
AMFC,AMB FINL CORP,OTCBB,Y
AMFF,AMFED FINL INC,,N
AMFH,AMER FINL HLDGS,,N
AMFIQ,AMCORE FINL INC,,N
AMFW,AMEC FOSTER WHL,NYSE,N
AMG,AFFIL MANAGERS,NYSE,Y
AMGI,AMERICAN MOLD,OTC,N
AMGIA,ASCENT MEDIA GP,,N
AMGN,AMGEN INC,NSDQ,Y
AMGY,AMER METAL&TECH,OTC,Y
AMH,AMERICAN HM 4 R,NYSE,Y
AMH.,AMDAHL CORP,,N
AMH.2,AMERUS GROUP CO,,N
AMHC,AMPLITUDE HLTHC,NSDQ,Y
AMHN,AM-CH INC,,N
AMI,ALARIS MED SYS,,N
AMI.1,AMER MED HOLD,,N
AMIC,AMER INDEP CP,NSDQ,N
AMID,AMER MIDSTREAM,NYSE,N
AMIEQ,AMBASSADOR INTL,OTC,N
AMIIQ,ACME METALS CO,,N
AMIN,AMER INTL INDU,OTCBB,Y
AMIS,AMIS HLDGS INC,,N
AMK,ASSETMARK FINL,NYSE,Y
AMK.,AMER TECH CERAM,,N
AMKBY,A P MOLLAR-MRSK,OTC,Y
AMKR,AMKOR TECH INC,NSDQ,Y
AML.3,AMLI RESIDENT,,N
AMLJ,AML COMMUN INC,,N
AMLM,AMERICAN LITHM,OTC,Y
AMLN,AMYLIN PHARMA,,N
AMMD,AMER MED SYS,,N
AMMX,AMERAMEX INTL,OTC,Y
AMN,AMN HLTHCR SVCS,NYSE,Y
AMN.,AMERON INTL CP,,N
AMNB,AMER NATL BNKSH,NSDQ,Y
AMNF,ARMANINO FD DST,OTC,Y
AMNL,APPLIED MINRLS,OTC,Y
AMNP,AMERICAN SIERRA,OTC,Y
AMNUQ,ACT MFG INC,,N
AMOAQ,AMER MTG ACCEPT,,N
AMOT,ALLIED MOTN TEC,NSDQ,Y
AMP,AMERIPRISE FINL,NYSE,Y
AMP.1,AMP INC,,N
AMPB,AMER PAC BK-B,,N
AMPE,AMPIO PHARMA,NYSE,Y
AMPG,AMERIPAGE INC,,N
AMPH,AMPHASTAR PHARM,NSDQ,Y
AMPH.,AMER PHYSICIANS,,N
AMPLQ,AMPAL AMERICAN,OTC,N
AMPW,AMERICAN POWER,OTC,N
AMPXQ,AMPEX CORP -A,,N
AMPY,AMPLIFY ENERGY,NYSE,Y
AMPY.,AMPLIFY EGY CP,,N
AMQT,AMERIQUEST TECH,,N
AMRB,AMER RIVER BSH,NSDQ,Y
AMRC,AMERESCO INC-A,NYSE,Y
AMRC.,AMER RECREATION,,N
AMRE,AMREIT INC,NYSE,N
AMRE.,AMER REC CO HLD,,N
AMRH,AMERI HOLDINGS,NSDQ,Y
AMRI,ALBANY MOL RSCH,NSDQ,N
AMRI.,AMRION INC,,N
AMRK,A-MARK PRECIOUS,NSDQ,Y
AMRN,AMARIN CORP PLC,NSDQ,Y
AMRN.,AMERIN CORP,,N
AMRQQ,ALTA MESA RSRCS,OTC,Y
AMRS,AMYRIS INC,NSDQ,Y
AMRX,AMNEAL PHARMACT,NYSE,Y
AMS,AMER SHARE HOSP,NYSE,Y
AMSC,AMER SUPERCON,NSDQ,Y
AMSE.,AMER MOBILE SYS,,N
AMSF,AMERISAFE INC,NSDQ,Y
AMSGB,AMSURG CORP -B,,N
AMSI.,ARTEMIS INTL SO,,N
AMSIY,ARCELORMITTL SA,OTC,Y
AMSR,AMSERV HLTHCARE,,N
AMSSY,AMS AG,OTC,Y
AMST,AMSTEM CORP,,N
AMST.,AMER STUDIOS,,N
AMSWA,AMER SOFTWARE A,NSDQ,Y
AMSY,AMER MGMT SYS,,N
AMT,AMER TOWER CORP,NYSE,Y
AMT.,ACME CLEVELAND,,N
AMTA,AMISTAR CORP,OTC,Y
AMTB,AMERANT BANCORP,NSDQ,Y
AMTCQ,AMERITRANS CAP,OTC,Y
AMTD,TD AMERITRADE,NSDQ,Y
AMTG,APOLLO RES MTGE,NYSE,N
AMTX,AEMETIS INC,NSDQ,Y
AMTX.,AMATI COMMUN CP,,N
AMTY,AMERITYRE CORP,OTCBB,Y
AMV.1,AMVESTORS FINL,,N
AMV.2,AMERIVEST PPTYS,,N
AMWD,AMER WOODMARK,NSDQ,Y
AMWO,AMIWORLD INC,OTC,N
AMWT,AMWEST INSUR,,N
AMX,AMER MOVIL-ADR,NYSE,Y
AMX.,ALUMAX INC,,N
AMXC,AMX CORP,,N
AMYRZ,AMREIT-CL A,,N
AMZ,AMER MED SEC GP,,N
AMZ.1,AMER LIST CORP,,N
AMZGQ,AMER EAGLE EGY,OTC,N
AMZN,AMAZON.COM INC,NSDQ,Y
AN,AUTONATION INC,NYSE,Y
AN.,AMOCO,,N
ANA,ACADIANA BANCSH,,N
ANAB,ANAPTYSBIO INC,NSDQ,Y
ANAC,ANACOR PHARMACT,NSDQ,N
ANAD,ANADIGICS CORP,NSDQ,N
ANAT,AMER NAT INSUR,NSDQ,Y
ANBC,ANB CORP,,N
ANCB,ANCHOR BANCORP,NSDQ,N
ANCCQ,AIRNET COMM,,N
ANCJQ,ANC RENTAL CORP,,N
ANCN,ANCHIANO THERAP,NSDQ,Y
ANCOQ,ANACOMP INC,,N
ANCR.,ANCOR COMMS INC,,N
ANCX,ACCESS NATL CP,NSDQ,N
ANDA,ANDINA ACQ CP,NSDQ,Y
ANDA.,ANDATACO INC,,N
ANDB,ANDOVER BCP INC,,N
ANDE,ANDERSONS INC,NSDQ,Y
ANDR,ANDREA ELECTR,OTC,Y
ANDS,ANADYS PHARMACT,,N
ANDV,ANDEAVOR CORP,NYSE,N
ANDW,ANDREW CORP,,N
ANDX,ANDEAVOR LOGIST,NYSE,N
ANDY,ANDROS INC,,N
ANE.2,ALLIANCE BCP-NE,,N
ANEN,ANAREN INC,NSDQ,N
ANET,ARISTA NETWORKS,NYSE,Y
ANET.,ACT NETWORKS,,N
ANET2,AUTHORIZE.NET,,N
ANF,ABERCROMBIE,NYSE,Y
ANFC,BLACK RIDGE O&G,OTC,Y
ANFGY,ANTOFAGASTA PLC,OTC,N
ANFI.,ANFI INC,,N
ANFRL,FANTEX,OTC,N
ANGGY,ANGANG STEEL LT,OTC,N
ANGI,ANGI HOMESVCS,NSDQ,Y
ANGLY,ANGLO AMER ADR,,N
ANGO,ANGIODYNAMICS,NSDQ,Y
ANGQC,ANGEION CP-OLD,,N
ANH,ANWORTH MTGE,NYSE,Y
ANIC,ANICOM INC,,N
ANIK,ANIKA THERAPEUT,NSDQ,Y
ANIOY,ACERINOX SA ADR,OTC,Y
ANIP,ANI PHARMACEUT,NSDQ,Y
ANIX,ANIXA BIOSCIENC,NSDQ,Y
ANLD,AMER LAND LEASE,,N
ANLY,ANALYSTS INTL,NSDQ,N
ANN,ANN INC,NYSE,N
ANNB,ANNAPOLIS BCP,NSDQ,N
ANNB.,ANNAPOLIS BANC,,N
ANNO,AMER NANO SILIC,OTC,N
ANNRF,ANNUITY & LIFE,,N
ANPC,ANPAC BIO-MEDCL,NSDQ,Y
ANPDF,ANTA SPORTS PRD,OTC,Y
ANPIQ,ANGIOTECH PHARM,,N
ANRG,ANERGEN INC,,N
ANRGF,ALTER NRG CORP,OTC,N
ANRZQ,ALPHA NATRL RES,OTC,N
ANS,AIRNET SYS INC,,N
ANSI,ADV NEURO SYS,,N
ANSL,ANSELL LTD,,N
ANSS,ANSYS INC,NSDQ,Y
ANST,ANSOFT CORP,,N
ANSVQ,ANESIVA INC,,N
ANSW,ANSWERS CORP,NSDQ,N
ANT,ANTEON INTL CP,,N
ANTE,AIRNET TECH INC,NSDQ,Y
ANTH,ANTHERA PHARMA,OTC,Y
ANTM,ANTHEM INC,NYSE,Y
ANTP,PHAZAR CORP,NSDQ,N
ANTS,ANTS SOFTWARE,OTC,N
ANTVY,ANTENNA TV SA,,N
ANV.,AEROQUIP-VICKER,,N
ANVGQ,ALLIED NEV GOLD,OTC,N
ANVS,ANNOVIS BIO,NYSE,Y
ANWWQ,AEGEAN MARINE,OTC,Y
ANXB,ANTEX BIOLOGICS,,N
ANY,SPHERE 3D CORP,NSDQ,Y
ANZBY,AUST&NZ BKG-ADR,OTC,Y
AOBC,AM OUTDOOR BRND,NSDQ,Y
AOBI,AMER ORIENT BIO,OTC,Y
AOG.3,ALBERTA ENER CO,,N
AOGSQ,AURORA OIL-OLD,,N
AOIFF,AFRICA OIL CORP,OTC,Y
AOILQ,ARMADA OIL INC,OTC,N
AOIXQ,APPLE ORTHODNTX,,N
AOL,AOL INC,NYSE,N
AOLAQ,AOL LATIN AMER,,N
AOLS,AEOLUS PHARMACT,OTC,Y
AOMOY,AO MOSENERGO,OTC,Y
AON,AON PLC,NYSE,Y
AONEQ,A123 SYSTEMS,OTC,N
AOREF,AMER OVERSEA GP,OTC,Y
AOS,SMITH (AO) CORP,NYSE,Y
AOSL,ALPHA&OMEGA SEM,NSDQ,Y
AOT,APOGENT TECH,,N
AOTI,ADV ORTHO TECH,,N
AOWDF,AO WORLD PLC,OTC,Y
AOXG,AOXING PHARMACT,OTC,Y
AOXY,ADV OXYGEN TECH,OTCBB,Y
AP,AMPCO-PITTSBRGH,NYSE,Y
APA,APACHE CORP,NYSE,Y
APAB,APPALACHIAN BCS,,N
APAC,APAC CUSTMR SVC,,N
APAGF,APCO OIL&GS INT,NSDQ,N
APAM,ARTISAN PTNR AM,NYSE,Y
APBI,APPLD BIOSCI,,N
APBL,ATLANTIC PREM,,N
APC,ANADARKO PETROL,NYSE,N
APCC.,AMER POWER CONV,,N
APCFY,ATLAS PAC LTD,,N
APCO,AUTO PROTECTION,,N
APCS.,ALAMOSA HLDGS,,N
APCVZ,FRESENIUS KABI,,N
APD,AIR PRODS & CHE,NYSE,Y
APDN,APPLIED DNA SCI,NSDQ,Y
APDTQ,ALPHA TRADE.COM,OTC,N
APEI,AMER PUB EDUCAT,NSDQ,Y
APELY,ALPS ELECTRIC,OTC,Y
APEMY,APERAM,OTC,Y
APEN,APOLLO ENDOSURG,NSDQ,Y
APEOF,GROWMAX RESRCS,OTC,Y
APEX,APEX GLOBAL BRD,NSDQ,Y
APFC,AMER PAC CORP,NSDQ,N
APFH,ADVANCEPIERR FD,NYSE,N
APGC,PALMER(A)GOLF,,N
APGI,AMER POWER GRP,OTC,Y
APH,AMPHENOL CORP-A,NYSE,Y
APHA,APHRIA INC,NYSE,Y
APHTQ,APHTON CORP,,N
API,ADV PHOTONIX -A,ARCA,N
APIC,APIGEE CORP,NSDQ,N
APIT,ASPIRE INTL INC,OTC,N
APK.,GREEN (A P) IND,,N
APKT,ACME PACKET INC,NSDQ,N
APL,ATLAS PIPLN PTR,NYSE,N
APL.3,APL LTD,,N
APLD,APPLD SCI PROD,OTC,Y
APLE,APPLE HOSP REIT,NYSE,Y
APLP,ARCHROCK PTNRS,NSDQ,N
APLS,APELLIS PHARMA,NSDQ,Y
APLT,APPLIED THERAPT,NSDQ,Y
APLX,APPLIX INC,,N
APM,APTORUM GROUP,NSDQ,Y
APMC,APPLD MICROSYST,,N
APMPQ,APPLD MAGNETICS,,N
APN,APPLICA INC,,N
APNHY,ASPEN PHARMACR,OTC,Y
APNI,ALPINE GROUP,OTC,N
APNO,ALPHA INNOTECH,,N
APNT.,APPNET INC,,N
APNX,ALPINE AIR EXPR,OTC,N
APO,APOLLO GLBL MGT,NYSE,Y
APO.,AMER COMM PP,,N
APOG,APOGEE ENTRPRS,NSDQ,Y
APOL,APOLLO GROUP,NSDQ,N
APOP,CELLECT BIOTECH,NSDQ,Y
APP.1,AMER PAGING INC,,N
APPB,APPLEBEES INTL,,N
APPCQ,AMER APPAREL,OTC,N
APPF,APPFOLIO INC-A,NSDQ,Y
APPN,APPIAN CORP,NSDQ,Y
APPPQ,AMER PAD& PAPER,,N
APPS,DIGITAL TURBINE,NSDQ,Y
APPS.,APPIANT TECH,,N
APPTY,APT SATELLT-ADR,,N
APPX,APP PHARMACEUT,,N
APR.,AMER PREC IND,,N
APRE,APREA THERPTICS,NSDQ,Y
APRN,BLUE APRON HLDG,NYSE,Y
APRS,APROPOS TECH,,N
APSG,APPLD SIGNAL,,N
APSI,AQUA POWER SYST,OTC,Y
APSIQ,APS HLDG CORP,,N
APSN,APPLIED NEUROSL,OTC,N
APT,ALPHA PRO TECH,NYSE,Y
APTI,APPTIO CL A,NSDQ,N
APTI3,ADV POWER TECH,,N
APTL,ALASKA PWR&TEL,OTC,Y
APTM,APTIMUS INC,,N
APTO,APTOSE BIOSCI,NSDQ,Y
APTS,PREFERRED APTMT,NYSE,Y
APTV,APTIV PLC,NYSE,Y
APTV.,ADV PROMOTION,,N
APTX,APTINYX INC,NSDQ,Y
APU,AMERIGAS PARTNR,NYSE,N
APUUY,ASIA PULP-ADR,,N
APVO,APTEVO THERAPS,NSDQ,Y
APVS,APPLIED VISUAL,OTC,Y
APWC,ASIA PAC WIRE,NSDQ,Y
APWLQ,APW LIMITED,,N
APWR,A-POWER ENERGY,OTC,N
APWRQ,ASTROPOWER INC,,N
APXSQ,APEX SILVER,,N
APXT,APEX TECH ACQ,NSDQ,Y
APY,APERGY CORP,NYSE,Y
APY.2,ALLMERICA PR&CA,,N
APYI,ASPYRA INC,OTC,Y
APYP,APPYEA INC,OTC,Y
APYX,APYX MEDICAL CP,NSDQ,Y
AQ,AQUANTIA CORP,NYSE,N
AQ.,ACQUITY GRP-ADR,,N
AQB,AQUABOUNTY TECH,NSDQ,Y
AQCR,AQUA CARE SYSTE,,N
AQLA,AQUILA BIOPHARM,,N
AQMS,AQUA METALS INC,NSDQ,Y
AQN,ALGONQUIN POWER,NYSE,Y
AQNT,AQUANTIVE INC,,N
AQP,AQUILA GAS PIPE,,N
AQQSQ,AMER SPECTRUM,OTC,Y
AQST,AQUESTIVE THERA,NSDQ,Y
AQTN,AEQUITRON MED,,N
AQUA,EVOQUA WATR TEC,NYSE,Y
AQUX,AQUAGENIX INC,,N
AR,ANTERO RESOURCE,NYSE,Y
AR.,ASARCO INC,,N
ARA,AMER RENAL ASSC,NYSE,Y
ARA.,ARACRUZ CEL-ADR,,N
ARAM,ARAMED INC,,N
ARAN,ARAN ENERGY,,N
ARAV,ARAVIVE INC,NSDQ,Y
ARAY,ACCURAY INC,NSDQ,Y
ARB.,ARBITRON INC,,N
ARBA,ARIBA INC,,N
ARBR.,ARBOR DRUGS,,N
ARBX,ARBINET CORP,,N
ARC,ARC DOC SOLUT,NYSE,Y
ARC.,ATLANTIC RICHFI,,N
ARCAY,ARCADIS NV,OTC,Y
ARCB,ARCBEST CORP,NSDQ,Y
ARCC,ARES CAP CP,NSDQ,Y
ARCC.,ALLIED RISER,,N
ARCE,ARCO PLATFORM,NSDQ,Y
ARCH,ARCH COAL INC,NYSE,Y
ARCH.,ARCH PETROLEUM,,N
ARCL,ARCHIPELAGO LRN,,N
ARCO,ARCOS DORADOS-A,NYSE,Y
ARCT,ARCTURUS THERP,NSDQ,Y
ARCT.,AMER REALTY CAP,,N
ARCW,ARC GROUP WORLD,OTC,Y
ARCX,ARC LOGISTICS,NYSE,N
ARD,ARDAGH GROUP SA,NYSE,Y
ARD.,ARENA RESOURCES,,N
ARDI,@ROAD INC,,N
ARDMQ,ARADIGM CORP,OTC,Y
ARDNA,ARDEN GRP  A,NSDQ,N
ARDS,ARIDIS PHARMACT,NSDQ,Y
ARDT.,ARDENT SOFTWARE,,N
ARDTQ,ARDENT COMM INC,OTC,N
ARDX,ARDELYX INC,NSDQ,Y
ARE,ALEXANDRIA REAL,NYSE,Y
AREA,AREA BCSHS CORP,,N
AREC,AMER RESOURCES,NSDQ,Y
AREE,AMER RESOURCE,,N
AREM,AMER RARE EARTH,OTC,Y
AREMQ,AREMISSOFT CORP,,N
ARES,ARES MANAGEMENT,NYSE,Y
ARET,ARETE IND INC,OTC,Y
AREXQ,APPROACH RESRCS,OTC,Y
ARFXF,PROMIS NEUROSCI,OTC,Y
ARG.,AIRGAS INC,,N
ARGA,AURIGA LABS INC,,N
ARGKF,AGGREKO PLC,OTC,Y
ARGL,ARGYLE SECURITY,OTC,Y
ARGL.,ARGYLE TV,,N
ARGO,ARGO GROUP INTL,NYSE,Y
ARGSQ,ARGOS THERAPEUT,OTC,N
ARGX,ARGENX SE-ADR,NSDQ,Y
ARGY.,ARGOSY ED GRP-A,,N
ARHN,ARCHON CORP,OTCBB,Y
ARI,APOLLO COMMERCL,NYSE,Y
ARI.,ARDEN REALTY,,N
ARIA,ARIAD PHARMA,NSDQ,N
ARIB,ASPEN IMAG INTL,,N
ARII,AMER RAILCAR,NSDQ,N
ARINA,ARISTA INVEST A,OTC,Y
ARIS,ARI NETWORK SVC,NSDQ,N
ARJ,ARCH CHEMICALS,,N
ARKAY,ARKEMA-ADR,OTC,Y
ARKR,ARK RESTAURANTS,NSDQ,Y
ARL,AMER REALTY INV,NYSE,Y
ARLCF,AREL COMM&SOFT,,N
ARLO,ARLO TECH INC,NYSE,Y
ARLP,ALLIANCE RES,NSDQ,Y
ARLZQ,ARALEZ PHARMACT,OTC,N
ARMGQ,ARM FINL CL A,,N
ARMH,ARM HOLDNGS ADR,NSDQ,N
ARMK,ARAMARK HOLDING,NYSE,Y
ARMO,ARMO BIOSCIENCS,NSDQ,N
ARMP,ARMATA PHARMACT,NYSE,Y
ARMR.,ARMOR ALL PROD,,N
ARN,AMER RE CORP,,N
ARNA,ARENA PHARMA,NSDQ,Y
ARNC,ARCONIC CORP,NYSE,Y
ARNX,ARONEX PHARMA,,N
AROC,ARCHROCK INC,NYSE,Y
AROPQ,ARO LIQUIDATION,OTC,N
AROS.,ADV ROSS CP-NEW,,N
AROW,ARROW FINL CORP,NSDQ,Y
ARPI,AMERICAN RES PR,NYSE,N
ARPJQ,ATLAS RES PTNRS,OTC,N
ARPO,AERPIO PHARMACT,NSDQ,Y
ARPT,ARROWPOINT COMM,,N
ARQL,ARQULE INC,NSDQ,N
ARQT,ARCUTIS BIOTHER,NSDQ,Y
ARR,ARMOUR RES REIT,NYSE,Y
ARREF,AMERIGO RES LTD,OTC,Y
ARRO,ARROW INTL INC,,N
ARRS,ARRIS INTL PLC,NSDQ,N
ARRW,MINDARROW SYS,,N
ARRY,ARRAY BIOPHARMA,NSDQ,N
ARS.3,ALERIS INTL INC,,N
ARSC.,ARIS CORP,,N
ARST,ARCSIGHT INC,,N
ART,ARTIO GLOBL INV,NYSE,N
ART.,ACNIELSEN CORP,,N
ARTA,ALERITAS CAP CP,,N
ARTC,ARTHROCARE CORP,NSDQ,N
